transaction_id,amount,distance_from_home,merchant_category,transaction_hour,weekend_transaction,high_risk_merchant,card_present,device,country,currency,is_fraud
TX_d6eaaad9,3236.47,0,Education,7,False,False,False,Chrome,Brazil,BRL,False
TX_9ba161f0,155.1,0,Travel,14,False,True,False,Chrome,Australia,AUD,False
TX_bc90451d,219.9,0,Grocery,9,True,False,False,iOS App,Germany,EUR,False
TX_5055033e,2337.56,0,Travel,10,False,True,False,Edge,Canada,CAD,False
TX_d1482797,1163.9,0,Travel,18,False,True,False,Firefox,Brazil,BRL,False
TX_ee874f11,46532.9,1,Gas,16,False,False,False,Firefox,Russia,RUB,False
TX_6be2214c,9023.4,0,Retail,5,False,False,False,Chrome,Mexico,MXN,False
TX_fe12ee02,4553.46,1,Entertainment,3,False,True,False,Firefox,Brazil,BRL,True
TX_94644630,531.63,0,Education,3,False,False,False,Chrome,USA,USD,False
TX_5cac527e,237.82,1,Education,19,False,False,False,Android App,UK,GBP,False
TX_cede422c,609.2,1,Travel,4,True,True,False,Chrome,Australia,AUD,False
TX_926fe6c1,696.3,0,Education,1,False,False,False,Firefox,USA,USD,False
TX_68a01ab9,34544.65,0,Entertainment,13,True,True,False,iOS App,Russia,RUB,False
TX_9942a566,252.73,0,Grocery,2,False,False,False,Safari,France,EUR,False
TX_3b390c2c,2030.61,0,Gas,22,False,False,False,iOS App,Brazil,BRL,False
TX_8ec6bc8c,0.71,1,Travel,11,False,True,True,Chip Reader,Brazil,BRL,True
TX_ce9bcc13,2701.64,0,Grocery,6,False,False,False,Edge,Brazil,BRL,False
TX_393c220d,1411.96,0,Entertainment,13,True,True,False,Safari,USA,USD,False
TX_6737a4e7,141.81,0,Gas,7,False,False,False,Chrome,USA,USD,False
TX_1db4acbd,558.25,0,Gas,23,True,False,False,iOS App,Singapore,SGD,False
TX_8de64760,194.69,0,Entertainment,9,False,True,False,Safari,USA,USD,False
TX_3d54b1f1,527.03,1,Entertainment,1,False,True,True,NFC Payment,Brazil,BRL,True
TX_f4db4377,532.88,0,Retail,0,False,False,False,Edge,Canada,CAD,False
TX_619152a1,36.34,1,Restaurant,1,False,False,False,Safari,Mexico,MXN,True
TX_b4ccb630,1336.88,0,Gas,23,False,False,False,Android App,Singapore,SGD,False
TX_5c92f5ed,650.13,0,Entertainment,8,False,True,False,Safari,USA,USD,False
TX_f5ab0de7,22121.59,0,Gas,9,False,False,False,Edge,Japan,JPY,False
TX_50f281fd,21781.6,0,Grocery,17,True,False,False,iOS App,Russia,RUB,False
TX_6764c76e,20726.11,0,Retail,7,True,False,False,iOS App,Mexico,MXN,False
TX_a01500b8,35411.67,0,Grocery,5,False,False,False,Android App,Japan,JPY,False
TX_e91d639c,20.57,1,Restaurant,18,True,False,False,Chrome,Brazil,BRL,True
TX_9912a34e,165270.56,1,Healthcare,10,True,False,False,Firefox,Russia,RUB,True
TX_f52dfd98,101.05,0,Entertainment,11,True,True,False,iOS App,Germany,EUR,False
TX_975fdb11,1394.76,0,Retail,16,False,False,False,Firefox,Germany,EUR,False
TX_a4f66b02,1007.37,0,Gas,14,False,False,False,Chrome,Singapore,SGD,False
TX_746478ed,11481.41,0,Grocery,10,False,False,False,Safari,Mexico,MXN,False
TX_68114587,380.5,1,Retail,23,False,False,False,Edge,USA,USD,False
TX_b15e95d8,619.52,1,Grocery,8,True,False,False,iOS App,Germany,EUR,False
TX_bc35aa64,1214.24,0,Healthcare,22,False,False,False,Chrome,Brazil,BRL,False
TX_f0713cf5,802.45,1,Travel,7,False,True,False,Android App,USA,USD,False
TX_621be007,12.65,1,Education,2,False,False,True,Magnetic Stripe,Brazil,BRL,True
TX_9892ceda,42230.99,0,Grocery,16,True,False,False,iOS App,Nigeria,NGN,False
TX_86982fb7,133.72,0,Entertainment,6,False,True,False,Edge,UK,GBP,False
TX_7fe66bce,394.18,0,Education,11,False,False,False,iOS App,Germany,EUR,False
TX_8368f05a,170109.81,1,Gas,2,True,False,False,Edge,Russia,RUB,True
TX_b1f8d4f5,1397.95,0,Gas,9,False,False,False,Firefox,Canada,CAD,False
TX_b6eee246,246.62,0,Entertainment,17,True,True,False,Android App,Canada,CAD,False
TX_0b6771ad,159188.78,1,Gas,12,True,False,False,Firefox,Russia,RUB,True
TX_7a300fa3,592334.26,0,Travel,7,True,True,False,Safari,Nigeria,NGN,False
TX_e039f1d6,974063.41,0,Travel,1,True,True,False,Safari,Nigeria,NGN,False
TX_761fce9e,128.97,0,Entertainment,17,False,True,False,iOS App,Singapore,SGD,False
TX_a480de1b,3884290.05,1,Travel,1,True,True,True,Magnetic Stripe,Nigeria,NGN,True
TX_3fab5bd5,787.93,0,Retail,16,True,False,False,Safari,France,EUR,False
TX_a07d23cb,232.86,1,Gas,19,True,False,False,Edge,Russia,RUB,True
TX_eb19ea2d,34044.42,1,Entertainment,15,False,True,False,Android App,Japan,JPY,False
TX_711dd3ed,722.57,0,Education,10,False,False,False,Safari,UK,GBP,False
TX_9642cd65,2.45,1,Entertainment,4,False,True,False,Firefox,UK,GBP,True
TX_8edf434a,201.45,0,Entertainment,18,False,True,False,iOS App,USA,USD,False
TX_b20b22ff,15210.36,1,Restaurant,4,False,False,False,Chrome,Mexico,MXN,True
TX_8ed3b960,79028.27,0,Healthcare,15,False,False,False,Chrome,Russia,RUB,False
TX_060e86cb,2232.6,1,Grocery,15,False,False,True,NFC Payment,Brazil,BRL,True
TX_0e5605fe,19.45,1,Retail,10,False,False,False,Edge,Brazil,BRL,True
TX_773d0e95,1572.28,0,Restaurant,10,False,False,False,Firefox,USA,USD,False
TX_860f151d,767.45,1,Restaurant,0,False,False,False,Edge,USA,USD,False
TX_a138a23d,86306.32,0,Entertainment,19,False,True,False,Safari,Nigeria,NGN,False
TX_7176cedb,567.21,1,Grocery,9,False,False,False,Chrome,Australia,AUD,False
TX_7fcd7f1b,81589.93,0,Retail,17,False,False,False,Firefox,Nigeria,NGN,False
TX_d3eb5f18,393.62,0,Restaurant,15,False,False,False,iOS App,Germany,EUR,False
TX_db249a90,474.97,0,Entertainment,19,False,True,False,Chrome,Germany,EUR,False
TX_3840ccd5,370.2,0,Grocery,12,False,False,False,Chrome,USA,USD,False
TX_c64f24d8,9742.3,0,Gas,17,False,False,False,Safari,Mexico,MXN,False
TX_e3f8ad91,418.21,1,Grocery,4,False,False,False,Edge,Brazil,BRL,False
TX_58080ee6,280.48,1,Education,8,True,False,False,Android App,UK,GBP,False
TX_ad956c11,30914.55,0,Restaurant,21,False,False,False,Android App,Japan,JPY,False
TX_4a1a0874,9868.34,1,Restaurant,0,False,False,False,Firefox,Russia,RUB,True
TX_04b76492,47906.01,0,Entertainment,14,False,True,False,Android App,Nigeria,NGN,False
TX_4543507e,7750.93,1,Restaurant,11,False,False,False,Edge,Mexico,MXN,False
TX_be748c86,104342.44,0,Travel,15,False,True,False,Chrome,Japan,JPY,False
TX_978fb1c7,428.32,0,Education,18,False,False,False,Edge,France,EUR,False
TX_62022388,284.71,0,Healthcare,14,False,False,False,iOS App,UK,GBP,False
TX_309d69b5,5693.25,0,Restaurant,4,False,False,False,Android App,Mexico,MXN,False
TX_933c8b5d,110852.94,0,Healthcare,14,False,False,False,Edge,Russia,RUB,False
TX_01adab38,9097.22,0,Restaurant,4,False,False,False,Chrome,Russia,RUB,False
TX_055d0311,15039.3,0,Retail,15,True,False,False,Safari,Russia,RUB,False
TX_f1b9fe71,665.64,1,Gas,8,False,False,False,iOS App,Singapore,SGD,False
TX_e8430f62,449653.75,1,Gas,18,True,False,False,Edge,Nigeria,NGN,False
TX_3493ee75,5340.99,1,Travel,5,True,True,False,Safari,USA,USD,True
TX_fbe40b2d,875.37,0,Retail,19,False,False,False,iOS App,Canada,CAD,False
TX_f3c890f7,445.19,0,Healthcare,17,True,False,False,iOS App,Canada,CAD,False
TX_65e491ac,625.24,0,Gas,22,True,False,False,Chrome,Canada,CAD,False
TX_10026c55,5844.19,1,Gas,1,False,False,True,Magnetic Stripe,Brazil,BRL,True
TX_9430933f,481.26,0,Healthcare,22,True,False,False,Safari,France,EUR,False
TX_4475fbc6,178397.56,0,Travel,11,False,True,False,Edge,Nigeria,NGN,False
TX_2f3c52b8,183.34,0,Gas,15,False,False,False,Chrome,UK,GBP,False
TX_e5e73ec3,303.5,1,Gas,15,False,False,False,Firefox,Germany,EUR,False
TX_4fbf1cbf,122737.81,0,Travel,11,True,True,False,iOS App,Nigeria,NGN,False
TX_725b561b,38898.72,1,Gas,6,False,False,False,Chrome,Russia,RUB,False
TX_4795ea3d,193.74,1,Healthcare,20,False,False,False,Firefox,USA,USD,False
TX_a50daeee,332.37,0,Gas,10,False,False,False,Firefox,Canada,CAD,False
TX_aa1e3f55,415.75,0,Travel,1,False,True,False,Safari,Canada,CAD,False
TX_31a38a15,561.06,1,Healthcare,19,True,False,False,Safari,Singapore,SGD,False
TX_9baf5b7d,2570.85,0,Travel,23,False,True,False,Android App,Brazil,BRL,False
TX_f5c112bf,9136.76,1,Entertainment,13,False,True,False,Firefox,Mexico,MXN,False
TX_d5ad5c63,603.27,0,Retail,8,False,False,False,Chrome,Brazil,BRL,False
TX_a2621612,75194.25,1,Travel,13,False,True,True,Chip Reader,Mexico,MXN,True
TX_469bab3d,82463.56,0,Education,14,False,False,False,Edge,Nigeria,NGN,False
TX_e3351636,28923.96,1,Gas,18,False,False,False,Android App,Russia,RUB,False
TX_f06aafc3,1670.86,1,Education,1,True,False,True,Magnetic Stripe,Germany,EUR,True
TX_1546d28a,521.27,0,Retail,12,False,False,False,Edge,Singapore,SGD,False
TX_2b47dd8a,465.23,0,Retail,11,False,False,False,iOS App,Singapore,SGD,False
TX_6c2a781d,665.6,0,Entertainment,9,False,True,False,Safari,Germany,EUR,False
TX_45a7203b,963.28,0,Travel,13,False,True,False,Android App,USA,USD,False
TX_6a17e553,120052.31,0,Travel,12,False,True,False,Edge,Nigeria,NGN,False
TX_662e9a2e,643.37,0,Entertainment,9,False,True,False,Firefox,Singapore,SGD,False
TX_d619bb7a,14667.37,0,Healthcare,14,False,False,False,Android App,Russia,RUB,False
TX_0ce20564,459.75,0,Grocery,5,False,False,False,Android App,Canada,CAD,False
TX_625a6a3f,3503.16,0,Retail,12,False,False,False,Firefox,Brazil,BRL,False
TX_fe250f5b,688.16,0,Education,15,False,False,False,Edge,Singapore,SGD,False
TX_4514606e,788.34,0,Grocery,7,True,False,False,Chrome,France,EUR,False
TX_c556681e,8124.8,0,Restaurant,14,False,False,False,Firefox,Brazil,BRL,False
TX_8029f8b3,3882.63,1,Entertainment,0,True,True,False,Safari,Mexico,MXN,False
TX_c6123af5,470.9,0,Retail,9,True,False,False,Safari,Canada,CAD,False
TX_25e90fed,194.78,1,Travel,20,True,True,True,Magnetic Stripe,Australia,AUD,True
TX_0f7ef975,39.47,1,Healthcare,10,True,False,False,Chrome,Mexico,MXN,True
TX_47ec404f,1.27,1,Education,4,False,False,True,NFC Payment,Brazil,BRL,True
TX_e6730b4e,337745.45,1,Grocery,1,True,False,False,Firefox,Nigeria,NGN,True
TX_d11ffd13,2489.76,0,Gas,0,False,False,False,Android App,Brazil,BRL,False
TX_36029ebe,776.01,0,Grocery,9,False,False,False,Chrome,UK,GBP,False
TX_e65b13bc,269605.31,0,Travel,7,True,True,False,iOS App,Nigeria,NGN,False
TX_28f25113,1728.6,0,Healthcare,12,True,False,False,Chrome,Australia,AUD,False
TX_0ad5884e,344.87,0,Healthcare,13,False,False,False,Android App,UK,GBP,False
TX_7b68f934,11730.87,0,Retail,13,False,False,False,Chrome,Mexico,MXN,False
TX_08945133,108.27,0,Travel,13,False,True,False,Edge,USA,USD,False
TX_6dfedf42,1217.3,0,Entertainment,21,False,True,False,iOS App,Singapore,SGD,False
TX_2e201aff,19.72,1,Travel,1,False,True,True,NFC Payment,Mexico,MXN,True
TX_637a046a,1355.12,1,Retail,2,False,False,True,Magnetic Stripe,Nigeria,NGN,True
TX_4e69e5e0,229.65,0,Healthcare,9,False,False,False,Chrome,Canada,CAD,False
TX_ff216591,302.78,1,Healthcare,21,True,False,False,Edge,UK,GBP,False
TX_c7e63472,810.47,0,Travel,19,False,True,False,Firefox,USA,USD,False
TX_7fc146f8,273.88,0,Grocery,6,False,False,False,Firefox,France,EUR,False
TX_99b500e9,484014.53,0,Entertainment,13,False,True,False,Edge,Nigeria,NGN,False
TX_22184c87,279.12,0,Grocery,13,True,False,False,Edge,UK,GBP,False
TX_bd03319c,18467.34,0,Retail,18,False,False,False,iOS App,Mexico,MXN,False
TX_dad9c89c,378.29,1,Grocery,12,False,False,False,iOS App,France,EUR,False
TX_9c989b47,963.53,0,Restaurant,21,False,False,False,Safari,Mexico,MXN,False
TX_61810972,95972.89,0,Grocery,4,False,False,False,Android App,Russia,RUB,True
TX_52681c21,633.17,0,Entertainment,2,False,True,False,Safari,Singapore,SGD,False
TX_74bc2466,36432.14,0,Retail,13,False,False,False,Edge,Russia,RUB,False
TX_620f205a,662.32,0,Restaurant,8,False,False,False,Chrome,Australia,AUD,False
TX_ab79f8c5,1169.92,1,Healthcare,2,False,False,False,Firefox,Nigeria,NGN,True
TX_ffc2b22b,10403.2,1,Entertainment,1,False,True,False,iOS App,Mexico,MXN,True
TX_165c8536,44374.91,1,Healthcare,13,True,False,False,iOS App,Japan,JPY,False
TX_f6bd8ee7,494.52,0,Gas,21,True,False,False,Safari,UK,GBP,False
TX_dd2a5508,188.45,0,Restaurant,10,False,False,False,Android App,Canada,CAD,False
TX_a63e9e65,720.18,0,Gas,0,False,False,False,Android App,UK,GBP,False
TX_80fdd034,264.24,0,Grocery,8,False,False,False,Android App,France,EUR,False
TX_5aaa53af,24350.44,0,Gas,14,True,False,False,Edge,Russia,RUB,False
TX_0acc09d8,1251.53,1,Education,20,False,False,True,Chip Reader,Canada,CAD,True
TX_735212d4,41068.84,0,Education,19,False,False,False,Edge,Japan,JPY,False
TX_a6e70017,541.03,0,Travel,5,False,True,False,Firefox,France,EUR,False
TX_1496dc64,173946.47,0,Healthcare,7,False,False,False,Safari,Nigeria,NGN,False
TX_f4ca0069,363.97,0,Healthcare,19,False,False,False,Chrome,Singapore,SGD,False
TX_eba654fd,165.23,0,Restaurant,11,False,False,False,Edge,Brazil,BRL,False
TX_2a71e83d,292546.97,0,Retail,1,False,False,False,Edge,Nigeria,NGN,False
TX_e4ae68f6,24.16,1,Grocery,22,False,False,False,Edge,Russia,RUB,True
TX_b6c303c5,98186.2,0,Gas,0,False,False,False,Android App,Nigeria,NGN,False
TX_ceb72912,2988.55,0,Travel,14,False,True,False,Safari,Canada,CAD,False
TX_e530c0a2,10302.93,1,Travel,8,False,True,False,Edge,Mexico,MXN,False
TX_1e1ede80,362.06,0,Education,11,False,False,False,Chrome,Singapore,SGD,False
TX_46cc3edb,15001.2,1,Grocery,22,False,False,True,NFC Payment,Mexico,MXN,True
TX_a55c7c27,863.03,0,Travel,17,True,True,False,Firefox,Australia,AUD,False
TX_f825271f,427.23,0,Education,6,False,False,False,Safari,Germany,EUR,False
TX_a310830d,204.36,1,Restaurant,3,False,False,False,Edge,France,EUR,True
TX_68245097,10540.85,1,Education,9,False,False,True,Chip Reader,Brazil,BRL,True
TX_ec753525,348.43,1,Gas,9,False,False,False,Chrome,USA,USD,False
TX_f5327b04,2369.99,0,Education,3,False,False,False,iOS App,Brazil,BRL,False
TX_0b33455c,227694.51,0,Healthcare,22,False,False,False,Android App,Nigeria,NGN,False
TX_d0d654fe,2214.67,0,Retail,1,False,False,False,Android App,Mexico,MXN,False
TX_1f51e1f8,141.73,0,Travel,17,True,True,False,Android App,Australia,AUD,False
TX_e1bcde02,25747.62,1,Healthcare,4,False,False,True,Chip Reader,Mexico,MXN,True
TX_2baf9087,149841.71,0,Entertainment,6,False,True,False,iOS App,Nigeria,NGN,False
TX_6e4ce667,477.75,0,Healthcare,14,True,False,False,Android App,USA,USD,False
TX_66eb909a,447.23,0,Healthcare,11,False,False,False,iOS App,USA,USD,False
TX_51cbb82d,3433.39,0,Retail,17,False,False,False,Android App,Brazil,BRL,False
TX_08cb1670,383.24,1,Restaurant,13,False,False,False,iOS App,UK,GBP,False
TX_81351937,210.04,0,Education,18,False,False,False,Edge,Germany,EUR,False
TX_8e03bc46,890.65,0,Healthcare,5,False,False,False,Android App,Brazil,BRL,False
TX_0a3bd5f3,71871.91,0,Healthcare,1,False,False,False,Chrome,Japan,JPY,False
TX_ca60e9f8,718.69,1,Travel,6,False,True,False,iOS App,Australia,AUD,False
TX_d6f1b914,452.33,0,Healthcare,6,False,False,False,Edge,UK,GBP,False
TX_4df94d1f,2396.13,0,Education,17,False,False,False,Edge,Brazil,BRL,False
TX_d480dc8b,446.17,0,Restaurant,11,False,False,False,iOS App,Germany,EUR,False
TX_5da17b99,43304.89,1,Gas,0,False,False,False,Android App,Japan,JPY,False
TX_5fd8e8c5,1342.75,0,Retail,22,False,False,False,Edge,Singapore,SGD,False
TX_a684363f,275052.13,0,Education,5,True,False,False,Firefox,Nigeria,NGN,False
TX_6031cab7,25144.32,1,Grocery,4,False,False,False,Chrome,Mexico,MXN,True
TX_faf2659b,9729.71,0,Retail,12,True,False,False,Android App,Mexico,MXN,False
TX_1c523a52,39227.56,0,Gas,9,True,False,False,Edge,Russia,RUB,False
TX_fa010ec8,750.28,0,Retail,19,False,False,False,Edge,France,EUR,False
TX_d4dd0f05,23245.83,1,Entertainment,12,False,True,False,Firefox,Russia,RUB,True
TX_ba93ca24,85199.2,0,Education,13,True,False,False,Firefox,Nigeria,NGN,False
TX_802c92ca,296.94,0,Grocery,18,False,False,False,Chrome,France,EUR,False
TX_1a3700ac,32158.07,1,Education,12,False,False,False,Chrome,Mexico,MXN,True
TX_e3740bb9,336.82,0,Retail,6,False,False,False,Android App,France,EUR,False
TX_9284a59b,514.16,0,Gas,3,False,False,False,iOS App,UK,GBP,False
TX_387bcf60,920205.53,1,Entertainment,5,False,True,True,Magnetic Stripe,Nigeria,NGN,True
TX_c60b1561,8.14,1,Retail,21,False,False,False,Android App,Mexico,MXN,True
TX_89769618,203644.71,1,Gas,2,False,False,False,Edge,Nigeria,NGN,True
TX_9b5c90a6,1355.39,1,Restaurant,2,False,False,False,Edge,Germany,EUR,False
TX_3ac8ef17,497.5,1,Retail,12,False,False,False,iOS App,Germany,EUR,False
TX_1bc4d981,279.04,0,Restaurant,13,False,False,False,Chrome,France,EUR,False
TX_416e6a05,754.17,0,Restaurant,16,False,False,False,iOS App,Singapore,SGD,False
TX_1845a6e2,1.03,1,Restaurant,3,False,False,True,NFC Payment,Brazil,BRL,True
TX_641be0ce,409.21,0,Entertainment,17,False,True,False,Firefox,Germany,EUR,False
TX_72c3483c,2023.27,0,Grocery,6,False,False,False,Chrome,Brazil,BRL,False
TX_6be6656a,450.32,0,Entertainment,8,True,True,False,Edge,Singapore,SGD,False
TX_fe3b84c9,305.72,0,Grocery,18,False,False,False,Firefox,Australia,AUD,False
TX_fdfcf8a4,623.97,0,Travel,15,False,True,False,Firefox,UK,GBP,False
TX_1978a8e5,55.88,0,Entertainment,3,False,True,False,Firefox,USA,USD,False
TX_09e47e01,2.58,1,Healthcare,4,True,False,False,Android App,France,EUR,True
TX_cd6e5ac7,550.11,0,Retail,4,False,False,False,Chrome,Singapore,SGD,False
TX_144d512e,1669.37,0,Retail,18,False,False,False,Chrome,Singapore,SGD,False
TX_2aaaaa87,123898.2,0,Gas,4,True,False,False,Safari,Nigeria,NGN,False
TX_932a8d51,1122.65,0,Healthcare,18,False,False,False,Edge,Brazil,BRL,False
TX_d2d1752b,466.19,1,Entertainment,14,False,True,False,Chrome,Brazil,BRL,True
TX_8c9b9ddf,158108.44,1,Gas,11,True,False,False,Android App,Russia,RUB,True
TX_b9057045,610.9,0,Retail,17,False,False,False,Android App,Canada,CAD,False
TX_0bca9246,198718.91,0,Gas,7,True,False,False,Edge,Nigeria,NGN,False
TX_0935e01f,117.28,0,Travel,2,True,True,False,iOS App,France,EUR,False
TX_b910e187,80696.18,0,Education,15,False,False,False,Firefox,Nigeria,NGN,False
TX_d5876365,2024.63,1,Travel,14,False,True,False,Android App,Australia,AUD,False
TX_27611e86,951.69,0,Entertainment,17,True,True,False,Android App,Singapore,SGD,False
TX_cb5ef4e0,243.92,0,Grocery,23,False,False,False,Firefox,France,EUR,False
TX_427d15c4,3330.7,0,Travel,22,False,True,False,Edge,Mexico,MXN,False
TX_1d1f4e6b,670.45,0,Gas,19,False,False,False,Edge,Singapore,SGD,False
TX_045dc980,414002.15,0,Restaurant,16,False,False,False,iOS App,Nigeria,NGN,False
TX_d8734101,65065.98,1,Education,8,True,False,False,Edge,Russia,RUB,True
TX_5d75769f,709.38,0,Retail,18,False,False,False,Edge,Germany,EUR,False
TX_89604244,55820.55,0,Travel,18,True,True,False,Edge,Mexico,MXN,False
TX_be7dc66c,582.27,0,Healthcare,13,False,False,False,iOS App,USA,USD,False
TX_664ba094,258.53,1,Gas,4,False,False,False,Chrome,Nigeria,NGN,True
TX_f2dfd01a,459.42,0,Retail,15,False,False,False,Edge,Australia,AUD,False
TX_d2e26007,3992.66,0,Grocery,22,False,False,False,Edge,Mexico,MXN,False
TX_13f36c6b,68.06,0,Restaurant,0,True,False,False,Edge,France,EUR,False
TX_ad9ba409,2315.48,0,Travel,21,False,True,False,Chrome,France,EUR,False
TX_7cf04732,904.52,1,Gas,1,False,False,False,Firefox,Nigeria,NGN,True
TX_5811cb9e,2.43,1,Grocery,3,True,False,False,Edge,Brazil,BRL,True
TX_d88cce73,249840.08,0,Education,13,True,False,False,Edge,Nigeria,NGN,False
TX_7424a9a9,93700.01,0,Education,21,False,False,False,Android App,Russia,RUB,False
TX_91e0c2cc,3469.0,0,Travel,19,True,True,False,iOS App,Canada,CAD,False
TX_e9676763,26753.96,0,Travel,23,False,True,False,Safari,Japan,JPY,False
TX_68c9edfc,131.25,0,Restaurant,9,False,False,False,Chrome,UK,GBP,False
TX_61aab466,958.32,0,Retail,17,False,False,False,Safari,Canada,CAD,False
TX_c975e53f,343.92,0,Travel,17,True,True,False,iOS App,Germany,EUR,False
TX_46c3984a,2749.57,0,Restaurant,7,False,False,False,Firefox,Russia,RUB,False
TX_e3caceff,395.08,0,Grocery,19,True,False,False,Safari,USA,USD,False
TX_8ef3f4a9,641.74,1,Retail,13,False,False,False,Android App,USA,USD,False
TX_fcb381ba,2366.93,0,Retail,22,False,False,False,iOS App,Brazil,BRL,False
TX_20b9d1b1,502.18,0,Travel,20,False,True,False,Chrome,Singapore,SGD,False
TX_17d7585e,3748.75,1,Entertainment,8,False,True,False,iOS App,Mexico,MXN,True
TX_808e8f26,376225.71,1,Retail,2,False,False,False,Android App,Russia,RUB,True
TX_d698500c,312.01,0,Entertainment,10,False,True,False,Safari,Canada,CAD,False
TX_6986dfdd,336.61,0,Gas,20,False,False,False,iOS App,Singapore,SGD,False
TX_584aa2a8,52639.81,0,Retail,2,False,False,False,iOS App,Japan,JPY,False
TX_225fdd58,11285.1,1,Restaurant,6,False,False,True,Chip Reader,Brazil,BRL,True
TX_e7a3bf4a,260.01,0,Grocery,9,False,False,False,Edge,USA,USD,False
TX_9f770034,533.43,0,Restaurant,20,True,False,False,Safari,Canada,CAD,False
TX_236f9c28,386.22,0,Entertainment,12,False,True,False,Safari,Brazil,BRL,False
TX_68009f4a,41.92,0,Restaurant,21,False,False,False,Edge,France,EUR,False
TX_a83c50b5,203376.17,0,Healthcare,14,True,False,False,Edge,Nigeria,NGN,False
TX_c82ad402,637.06,0,Healthcare,22,False,False,False,Safari,France,EUR,False
TX_9ad9f7c0,2375.35,0,Entertainment,3,True,True,False,Firefox,Brazil,BRL,False
TX_ee06012f,76.46,0,Restaurant,13,False,False,False,Edge,France,EUR,False
TX_4ee1fef3,435.74,1,Healthcare,18,False,False,False,Chrome,UK,GBP,False
TX_6bb65ef0,77838.5,0,Travel,6,False,True,False,Chrome,Nigeria,NGN,False
TX_21b6d2d8,265887.79,1,Retail,1,False,False,True,Magnetic Stripe,Russia,RUB,True
TX_0102e80f,34805.43,0,Retail,11,False,False,False,Edge,Russia,RUB,False
TX_89c5a14b,584.89,1,Travel,17,False,True,False,Edge,Canada,CAD,True
TX_18d422ea,13136.01,0,Education,20,False,False,False,iOS App,Mexico,MXN,False
TX_ad2e77bd,397.75,0,Gas,7,False,False,False,Safari,France,EUR,False
TX_0266d099,843118.81,1,Entertainment,14,False,True,True,Magnetic Stripe,Nigeria,NGN,True
TX_3e3343b5,182089.28,0,Gas,21,False,False,False,Safari,Nigeria,NGN,False
TX_d844a562,273.84,0,Healthcare,8,False,False,False,Safari,Germany,EUR,False
TX_85a7788d,2478.68,0,Education,4,False,False,False,Chrome,Brazil,BRL,False
TX_c431690e,6178.35,0,Healthcare,10,False,False,False,Firefox,Mexico,MXN,False
TX_f54ab32f,51066.37,1,Entertainment,1,False,True,True,Chip Reader,Nigeria,NGN,True
TX_70cc1749,349.73,0,Grocery,20,True,False,False,Edge,France,EUR,False
TX_82689b64,1603.51,0,Travel,20,True,True,False,Edge,Canada,CAD,False
TX_9faccba5,436.13,0,Entertainment,1,False,True,False,iOS App,Germany,EUR,False
TX_e503dfad,806768.06,1,Healthcare,3,True,False,False,iOS App,Nigeria,NGN,True
TX_88a617cc,204.11,0,Grocery,8,False,False,False,iOS App,Singapore,SGD,False
TX_5e04945f,1054.72,0,Restaurant,3,True,False,False,Chrome,Canada,CAD,False
TX_41d4d77e,35026.58,0,Healthcare,9,True,False,False,Chrome,Russia,RUB,False
TX_a3a6510a,954.24,0,Gas,19,False,False,False,Firefox,Singapore,SGD,False
TX_6cd8e09f,18056.39,0,Gas,20,True,False,False,Safari,Russia,RUB,False
TX_109a0c36,868.14,0,Entertainment,16,False,True,False,Chrome,Singapore,SGD,False
TX_73034645,1822.04,1,Travel,19,False,True,False,iOS App,Nigeria,NGN,True
TX_e450d661,21868.06,0,Healthcare,10,False,False,False,Edge,Russia,RUB,False
TX_8a425418,114.96,1,Restaurant,15,False,False,True,Magnetic Stripe,Russia,RUB,True
TX_9fe8421d,3145.39,0,Gas,10,True,False,False,Safari,Brazil,BRL,True
TX_dacf0216,285.68,0,Grocery,15,True,False,False,Safari,Canada,CAD,False
TX_9f135946,17484.69,0,Travel,7,False,True,False,Edge,Mexico,MXN,False
TX_d7fa9f7b,5565.56,0,Entertainment,17,False,True,False,iOS App,Mexico,MXN,False
TX_0b2ad4c1,97.9,0,Entertainment,19,False,True,False,Edge,UK,GBP,False
TX_fa060fa8,37.42,0,Restaurant,8,False,False,False,Edge,USA,USD,False
TX_29efa6e2,75930.59,0,Education,7,True,False,False,Android App,Japan,JPY,False
TX_4b997782,383.17,0,Healthcare,15,True,False,False,iOS App,France,EUR,False
TX_d2b01b96,0.51,0,Gas,2,True,False,False,Android App,France,EUR,True
TX_f918ea0f,355.88,0,Entertainment,14,True,True,False,Android App,UK,GBP,False
TX_00a4c7ab,289.54,1,Entertainment,18,False,True,False,Safari,Germany,EUR,False
TX_e2a6bd2b,7385.24,1,Travel,1,False,True,True,Chip Reader,UK,GBP,True
TX_93862928,1016.35,1,Gas,22,False,False,False,Android App,Australia,AUD,False
TX_1e0d8342,3967.98,0,Retail,17,False,False,False,Edge,Canada,CAD,True
TX_ec2171e5,168343.64,0,Education,13,False,False,False,Android App,Nigeria,NGN,False
TX_8297d628,1062.52,0,Healthcare,9,True,False,False,Edge,Australia,AUD,False
TX_1100bb27,154.79,1,Gas,1,False,False,True,NFC Payment,Russia,RUB,True
TX_4de47c0c,66.46,1,Retail,1,True,False,False,iOS App,Russia,RUB,True
TX_5a1d63cc,305283.71,1,Travel,17,True,True,False,Firefox,Japan,JPY,True
TX_e3fddbdb,81236.87,0,Grocery,14,True,False,False,Chrome,Japan,JPY,False
