transaction_id,customer_id,amount,merchant_category,country,currency,card_present,device,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,is_fraud,amount_risk_tier,is_high_amount,long_distance_flag,late_night_txn,business_hours_txn,high_risk_combo,cnp_high_risk,is_mobile
TX_da8d1b7e,CUST_83329,2030.23,Grocery,Brazil,BRL,True,NFC Payment,1,False,2,True,True,Very High,0,0,1,0,0,0,0
TX_6da3a112,CUST_16269,95368.19,Entertainment,Nigeria,NGN,False,Safari,1,True,7,False,False,Very High,1,0,0,0,0,1,0
TX_e73ad242,CUST_56624,400.78,Restaurant,Canada,CAD,False,Safari,0,False,12,False,False,Medium,0,0,0,1,0,0,0
TX_799ee085,CUST_94543,2650.75,Travel,Australia,AUD,False,Chrome,0,True,11,False,False,Very High,0,0,0,1,0,1,0
TX_f3b71f2b,CUST_60472,46300.67,Entertainment,Russia,RUB,True,Magnetic Stripe,1,True,21,True,True,Very High,1,0,0,0,0,0,0
TX_77d63ad4,CUST_53312,8485.9,Entertainment,Mexico,MXN,False,Edge,1,True,4,False,True,Very High,0,0,1,0,0,1,0
TX_9643f35c,CUST_22841,32104.85,Grocery,Mexico,MXN,True,NFC Payment,1,False,1,False,True,Very High,1,0,1,0,0,0,0
TX_57da1c05,CUST_23299,573.33,Healthcare,Australia,AUD,False,iOS App,0,False,16,False,False,High,0,0,0,1,0,0,0
TX_76aff757,CUST_65224,6557.53,Healthcare,Brazil,BRL,False,iOS App,1,False,17,True,True,Very High,0,0,0,1,0,0,0
TX_bebd99a3,CUST_10386,400.81,Healthcare,Germany,EUR,False,iOS App,0,False,11,False,False,Medium,0,0,0,1,0,0,0
TX_af1f9d07,CUST_16418,308.59,Restaurant,Canada,CAD,False,Android App,0,False,14,False,False,Medium,0,0,0,1,0,0,1
TX_cd940225,CUST_28443,1034.63,Travel,Canada,CAD,False,Safari,1,True,22,False,False,Very High,0,0,1,0,0,1,0
TX_bdd92bdd,CUST_39500,1206.48,Healthcare,USA,USD,False,iOS App,1,False,13,True,False,Very High,0,0,0,1,0,0,0
TX_276ea189,CUST_34400,1813.04,Travel,USA,USD,False,Edge,0,True,1,False,False,Very High,0,0,1,0,0,1,0
TX_1aeedbf6,CUST_37084,1622.29,Grocery,Germany,EUR,False,iOS App,0,False,23,True,False,Very High,0,0,1,0,0,0,0
TX_36c4a13d,CUST_80472,469.46,Education,Canada,CAD,False,Android App,0,False,15,False,False,Medium,0,0,0,1,0,0,1
TX_ea6f6dff,CUST_47067,31393.81,Education,Mexico,MXN,False,Chrome,1,False,6,False,True,Very High,1,0,0,0,0,0,0
TX_dff0a603,CUST_92271,40721.79,Travel,Russia,RUB,False,Chrome,0,True,17,False,False,Very High,1,0,0,1,0,1,0
TX_a587c557,CUST_99903,35836.13,Retail,Russia,RUB,False,Edge,0,False,1,True,False,Very High,1,0,1,0,0,0,0
TX_cde621dd,CUST_24169,507.3,Education,USA,USD,False,Safari,0,False,8,False,False,High,0,0,0,0,0,0,0
TX_8b951542,CUST_87126,283.62,Grocery,France,EUR,False,Android App,1,False,22,False,False,Medium,0,0,1,0,0,0,1
TX_540afc02,CUST_79731,271.19,Restaurant,Australia,AUD,False,iOS App,1,False,18,False,False,Medium,0,0,0,0,0,0,0
TX_2c04a9b2,CUST_85824,113.37,Entertainment,Canada,CAD,False,Edge,0,True,13,False,False,Low,0,0,0,1,0,1,0
TX_5c4218c6,CUST_50402,102971.07,Grocery,Nigeria,NGN,False,Edge,0,False,18,False,False,Very High,1,0,0,0,0,0,0
TX_e7766088,CUST_22478,1257.85,Gas,Mexico,MXN,False,Android App,0,False,18,True,False,Very High,0,0,0,0,0,0,1
TX_e9658110,CUST_67761,181.62,Travel,UK,GBP,False,Edge,0,True,19,True,False,Low,0,0,0,0,0,1,0
TX_34dcfb95,CUST_59992,139865.88,Education,Nigeria,NGN,False,Firefox,0,False,5,False,False,Very High,1,0,0,0,0,0,0
TX_cd66d331,CUST_20785,174243.34,Healthcare,Russia,RUB,True,Chip Reader,1,False,11,True,True,Very High,1,0,0,1,0,0,0
TX_6b2ddc2a,CUST_72072,404.38,Education,France,EUR,False,Firefox,1,False,17,False,False,Medium,0,0,0,1,0,0,0
TX_99ef2250,CUST_20567,9657.15,Healthcare,Mexico,MXN,False,Edge,0,False,22,True,False,Very High,0,0,1,0,0,0,0
TX_34831be5,CUST_78886,33954.81,Healthcare,Mexico,MXN,True,NFC Payment,0,False,4,True,True,Very High,1,0,1,0,0,0,0
TX_4b72fe60,CUST_36050,533.21,Travel,Australia,AUD,False,Chrome,0,True,15,False,False,High,0,0,0,1,0,1,0
TX_1ab9030f,CUST_34902,79997.38,Restaurant,Japan,JPY,False,Chrome,0,False,7,False,False,Very High,1,0,0,0,0,0,0
TX_46bf2d71,CUST_42070,5055.1,Education,Brazil,BRL,False,Chrome,1,False,13,True,True,Very High,0,0,0,1,0,0,0
TX_78a1ab85,CUST_57525,13278.82,Healthcare,Mexico,MXN,False,Firefox,0,False,10,False,False,Very High,0,0,0,1,0,0,0
TX_5752d49e,CUST_49310,1514199.23,Travel,Nigeria,NGN,True,Magnetic Stripe,1,True,7,False,True,Very High,1,0,0,0,0,0,0
TX_156aa1bd,CUST_74698,249220.0,Grocery,Nigeria,NGN,False,Edge,1,False,2,False,True,Very High,1,0,1,0,0,0,0
TX_2299e831,CUST_95655,20618.56,Travel,Russia,RUB,False,iOS App,0,True,18,True,False,Very High,0,0,0,0,0,1,0
TX_11bb6dd6,CUST_22179,264.02,Entertainment,Australia,AUD,False,Edge,0,True,12,True,False,Medium,0,0,0,1,0,1,0
TX_afd56a51,CUST_23703,414.39,Travel,Australia,AUD,True,NFC Payment,1,True,1,False,True,Medium,0,0,1,0,0,0,0
TX_68c713d0,CUST_18122,19.33,Retail,Brazil,BRL,True,Magnetic Stripe,1,False,2,False,True,Very Low,0,0,1,0,0,0,0
TX_2bf14377,CUST_85713,1244.27,Retail,Australia,AUD,False,iOS App,0,False,21,False,False,Very High,0,0,0,0,0,0,0
TX_61dc2e85,CUST_89233,859325.47,Healthcare,Nigeria,NGN,False,Firefox,1,False,4,False,True,Very High,1,0,1,0,0,0,0
TX_bb9a2247,CUST_81135,327.73,Entertainment,Australia,AUD,False,Chrome,0,True,7,True,False,Medium,0,0,0,0,0,1,0
TX_86130420,CUST_93333,577.66,Healthcare,Australia,AUD,False,Firefox,0,False,12,True,False,High,0,0,0,1,0,0,0
TX_67a10262,CUST_46086,222.15,Gas,UK,GBP,False,Chrome,0,False,11,False,False,Medium,0,0,0,1,0,0,0
TX_1992ef03,CUST_80456,3936.32,Travel,Australia,AUD,False,Edge,0,True,16,False,False,Very High,0,0,0,1,0,1,0
TX_e51d3f5b,CUST_79131,286.73,Healthcare,Germany,EUR,False,Android App,0,False,5,False,False,Medium,0,0,0,0,0,0,1
TX_d6649d4b,CUST_86615,394.93,Grocery,Singapore,SGD,False,Firefox,0,False,6,False,False,Medium,0,0,0,0,0,0,0
TX_e57c9f25,CUST_31419,595.15,Retail,Canada,CAD,False,Android App,0,False,11,False,False,High,0,0,0,1,0,0,1
TX_8e5c27d9,CUST_32727,466.17,Education,USA,USD,False,Firefox,0,False,9,True,False,Medium,0,0,0,1,0,0,0
TX_40c2c063,CUST_44351,232720.35,Healthcare,Nigeria,NGN,False,Safari,0,False,13,False,False,Very High,1,0,0,1,0,0,0
TX_a1dae6e2,CUST_58035,1866.45,Gas,Brazil,BRL,False,iOS App,0,False,22,False,False,Very High,0,0,1,0,0,0,0
TX_7556eca8,CUST_71902,113281.28,Gas,Russia,RUB,False,iOS App,1,False,3,False,True,Very High,1,0,1,0,0,0,0
TX_c31e452b,CUST_33198,16959.23,Grocery,Russia,RUB,False,Edge,0,False,12,False,False,Very High,0,0,0,1,0,0,0
TX_7db38a48,CUST_45892,101.05,Entertainment,Australia,AUD,False,iOS App,0,True,18,False,False,Low,0,0,0,0,0,1,0
TX_4ee04688,CUST_43206,268.17,Healthcare,France,EUR,False,Android App,1,False,18,False,False,Medium,0,0,0,0,0,0,1
TX_109cbe96,CUST_12017,34700.4,Entertainment,Japan,JPY,False,Safari,1,True,14,False,False,Very High,1,0,0,1,0,1,0
TX_03c32bad,CUST_33242,3012.24,Entertainment,Brazil,BRL,False,Safari,0,True,15,True,False,Very High,0,0,0,1,0,1,0
TX_c40ad347,CUST_11955,568.81,Retail,USA,USD,False,Android App,0,False,12,False,False,High,0,0,0,1,0,0,1
TX_2f02cc85,CUST_22184,305.27,Grocery,Germany,EUR,False,Safari,1,False,6,False,False,Medium,0,0,0,0,0,0,0
TX_e43abff7,CUST_76202,435.0,Restaurant,France,EUR,False,Firefox,0,False,18,False,False,Medium,0,0,0,0,0,0,0
TX_0e3251f7,CUST_32888,5210.02,Restaurant,Japan,JPY,False,iOS App,0,False,13,False,False,Very High,0,0,0,1,0,0,0
TX_e27aea9c,CUST_29466,4276.5,Travel,Brazil,BRL,False,Safari,0,True,0,True,False,Very High,0,0,1,0,0,1,0
TX_638a10a1,CUST_71429,29419.95,Travel,Japan,JPY,False,Firefox,0,True,20,True,False,Very High,1,0,0,0,0,1,0
TX_87d1133d,CUST_11637,506689.4,Education,Nigeria,NGN,False,Safari,1,False,10,False,True,Very High,1,0,0,1,0,0,0
TX_d9bb6aa9,CUST_18796,43774.03,Travel,Japan,JPY,False,Edge,0,True,10,False,False,Very High,1,0,0,1,0,1,0
TX_6c61a40a,CUST_49831,1419.65,Travel,France,EUR,False,Edge,0,True,11,False,False,Very High,0,0,0,1,0,1,0
TX_b6945060,CUST_46884,678.52,Gas,Singapore,SGD,False,Edge,0,False,15,False,False,High,0,0,0,1,0,0,0
TX_9853d0f2,CUST_16699,1317.18,Grocery,UK,GBP,False,Chrome,0,False,5,False,False,Very High,0,0,0,0,0,0,0
TX_3710cdcc,CUST_21777,11.93,Grocery,Mexico,MXN,False,Safari,1,False,4,True,True,Very Low,0,0,1,0,0,0,0
TX_3306348d,CUST_17213,128.01,Gas,USA,USD,False,Safari,0,False,19,False,False,Low,0,0,0,0,0,0,0
TX_5bd55744,CUST_87443,1859.99,Healthcare,Singapore,SGD,False,Android App,0,False,17,False,False,Very High,0,0,0,1,0,0,1
TX_00a0fae3,CUST_49310,31179.75,Grocery,Japan,JPY,False,Edge,1,False,7,False,False,Very High,1,0,0,0,0,0,0
TX_facf233f,CUST_43705,40715.04,Travel,Nigeria,NGN,False,iOS App,0,True,6,True,False,Very High,1,0,0,0,0,1,0
TX_af35f495,CUST_94720,198.99,Grocery,Canada,CAD,False,Android App,0,False,13,False,False,Low,0,0,0,1,0,0,1
TX_b1f98df1,CUST_68850,65038.06,Education,Japan,JPY,False,Safari,0,False,7,False,False,Very High,1,0,0,0,0,0,0
TX_b0c43e4b,CUST_23522,674.03,Retail,Singapore,SGD,False,Android App,0,False,17,False,False,High,0,0,0,1,0,0,1
TX_7f9360f4,CUST_61267,31553.18,Restaurant,Russia,RUB,False,Chrome,0,False,8,False,False,Very High,1,0,0,0,0,0,0
TX_195f8ab2,CUST_36022,402.18,Retail,France,EUR,False,Safari,1,False,22,True,False,Medium,0,0,1,0,0,0,0
TX_618b47bb,CUST_14659,38915.31,Education,Japan,JPY,False,iOS App,0,False,18,False,False,Very High,1,0,0,0,0,0,0
TX_f2de5b5a,CUST_45892,3380.49,Grocery,Brazil,BRL,True,Chip Reader,1,False,4,False,True,Very High,0,0,1,0,0,0,0
TX_9d165102,CUST_55467,17605.19,Grocery,Russia,RUB,False,Firefox,0,False,17,False,False,Very High,0,0,0,1,0,0,0
TX_746b618c,CUST_48888,1108.77,Education,UK,GBP,False,iOS App,0,False,6,False,False,Very High,0,0,0,0,0,0,0
TX_79753ca1,CUST_51636,182.91,Travel,Germany,EUR,False,Edge,0,True,11,False,False,Low,0,0,0,1,0,1,0
TX_36c21ae5,CUST_48614,8655.37,Healthcare,Mexico,MXN,False,Safari,0,False,21,True,False,Very High,0,0,0,0,0,0,0
TX_7c24c325,CUST_94934,10232.44,Restaurant,Russia,RUB,False,Firefox,0,False,21,False,False,Very High,0,0,0,0,0,0,0
TX_16e502e3,CUST_16044,91839.17,Gas,Japan,JPY,False,iOS App,0,False,17,False,False,Very High,1,0,0,1,0,0,0
TX_38c87ca3,CUST_85737,654.96,Healthcare,Singapore,SGD,False,Edge,0,False,8,False,False,High,0,0,0,0,0,0,0
TX_ab3db5fb,CUST_39337,1132.31,Grocery,USA,USD,False,Chrome,0,False,12,False,False,Very High,0,0,0,1,0,0,0
TX_0582be37,CUST_15682,6186.05,Retail,Mexico,MXN,False,iOS App,0,False,18,False,False,Very High,0,0,0,0,0,0,0
TX_02b4f268,CUST_24899,9575.73,Gas,Brazil,BRL,False,Android App,0,False,3,True,False,Very High,0,0,1,0,0,0,1
TX_c2c76373,CUST_51933,425.3,Grocery,UK,GBP,False,Android App,0,False,13,False,False,Medium,0,0,0,1,0,0,1
TX_2f5aa9ce,CUST_33636,435.72,Retail,Germany,EUR,False,Edge,0,False,1,False,False,Medium,0,0,1,0,0,0,0
TX_d9d73ead,CUST_13930,72.3,Healthcare,Germany,EUR,False,Firefox,0,False,22,False,False,Low,0,0,1,0,0,0,0
TX_15454b6a,CUST_73854,1066.09,Retail,Brazil,BRL,False,iOS App,0,False,1,False,False,Very High,0,0,1,0,0,0,0
TX_841ec133,CUST_95606,860.17,Retail,Canada,CAD,False,Android App,0,False,8,False,False,High,0,0,0,0,0,0,1
TX_23bf034a,CUST_10000,17450.65,Gas,Mexico,MXN,True,Chip Reader,1,False,23,False,True,Very High,0,0,1,0,0,0,0
TX_38f05790,CUST_55598,591343.43,Travel,Nigeria,NGN,True,NFC Payment,1,True,13,False,True,Very High,1,0,0,1,0,0,0
TX_ec58cfea,CUST_15771,275.32,Gas,France,EUR,False,Firefox,0,False,21,False,False,Medium,0,0,0,0,0,0,0
TX_4362502b,CUST_19776,9522.8,Grocery,Brazil,BRL,False,Safari,1,False,6,True,True,Very High,0,0,0,0,0,0,0
TX_7b8c1a4f,CUST_22124,1440.18,Travel,Australia,AUD,False,iOS App,1,True,6,False,False,Very High,0,0,0,0,0,1,0
TX_f5e16222,CUST_97360,689.94,Travel,UK,GBP,False,Chrome,0,True,10,True,False,High,0,0,0,1,0,1,0
TX_9f0ab17e,CUST_45150,2840.87,Travel,Singapore,SGD,False,Safari,0,True,9,False,False,Very High,0,0,0,1,0,1,0
TX_ebc6fd1d,CUST_82148,281.39,Retail,France,EUR,False,Android App,0,False,9,False,False,Medium,0,0,0,1,0,0,1
TX_f73cbd92,CUST_81009,7413.06,Grocery,Brazil,BRL,True,Chip Reader,1,False,3,False,True,Very High,0,0,1,0,0,0,0
TX_867f32a2,CUST_70945,843.42,Grocery,Nigeria,NGN,False,Android App,1,False,3,False,True,High,0,0,1,0,0,0,1
TX_bb229036,CUST_23952,1284.09,Gas,Singapore,SGD,False,Android App,0,False,23,False,False,Very High,0,0,1,0,0,0,1
TX_096b5138,CUST_81563,369.06,Entertainment,Russia,RUB,False,Edge,1,True,2,False,True,Medium,0,0,1,0,0,1,0
TX_87b07f7e,CUST_93315,7162.6,Education,Mexico,MXN,False,Firefox,0,False,11,True,False,Very High,0,0,0,1,0,0,0
TX_1f4dc8e8,CUST_25503,3927.63,Entertainment,Mexico,MXN,False,iOS App,0,True,4,False,False,Very High,0,0,1,0,0,1,0
TX_2cab2b39,CUST_24547,12051.49,Healthcare,Russia,RUB,False,Android App,0,False,9,True,False,Very High,0,0,0,1,0,0,1
TX_198eae8d,CUST_79407,1307.08,Gas,UK,GBP,False,Chrome,1,False,20,False,True,Very High,0,0,0,0,0,0,0
TX_1ef85fbd,CUST_84899,48099.07,Restaurant,Nigeria,NGN,False,Safari,0,False,4,False,False,Very High,1,0,1,0,0,0,0
TX_f9ea0cb8,CUST_58337,1234.31,Education,Singapore,SGD,False,Chrome,1,False,0,False,False,Very High,0,0,1,0,0,0,0
TX_f1414ee9,CUST_78301,42113.92,Travel,Nigeria,NGN,False,Edge,0,True,20,False,False,Very High,1,0,0,0,0,1,0
TX_d6eaaad9,CUST_24730,3236.47,Education,Brazil,BRL,False,Chrome,0,False,7,False,False,Very High,0,0,0,0,0,0,0
TX_9ba161f0,CUST_39929,155.1,Travel,Australia,AUD,False,Chrome,0,True,14,False,False,Low,0,0,0,1,0,1,0
TX_bc90451d,CUST_28339,219.9,Grocery,Germany,EUR,False,iOS App,0,False,9,True,False,Medium,0,0,0,1,0,0,0
TX_5055033e,CUST_54384,2337.56,Travel,Canada,CAD,False,Edge,0,True,10,False,False,Very High,0,0,0,1,0,1,0
TX_d1482797,CUST_59270,1163.9,Travel,Brazil,BRL,False,Firefox,0,True,18,False,False,Very High,0,0,0,0,0,1,0
TX_ee874f11,CUST_11980,46532.9,Gas,Russia,RUB,False,Firefox,1,False,16,False,False,Very High,1,0,0,1,0,0,0
TX_6be2214c,CUST_45872,9023.4,Retail,Mexico,MXN,False,Chrome,0,False,5,False,False,Very High,0,0,0,0,0,0,0
TX_fe12ee02,CUST_97700,4553.46,Entertainment,Brazil,BRL,False,Firefox,1,True,3,False,True,Very High,0,0,1,0,0,1,0
TX_94644630,CUST_98719,531.63,Education,USA,USD,False,Chrome,0,False,3,False,False,High,0,0,1,0,0,0,0
TX_5cac527e,CUST_92625,237.82,Education,UK,GBP,False,Android App,1,False,19,False,False,Medium,0,0,0,0,0,0,1
TX_cede422c,CUST_26199,609.2,Travel,Australia,AUD,False,Chrome,1,True,4,True,False,High,0,0,1,0,0,1,0
TX_926fe6c1,CUST_58677,696.3,Education,USA,USD,False,Firefox,0,False,1,False,False,High,0,0,1,0,0,0,0
TX_68a01ab9,CUST_87028,34544.65,Entertainment,Russia,RUB,False,iOS App,0,True,13,True,False,Very High,1,0,0,1,0,1,0
TX_9942a566,CUST_50856,252.73,Grocery,France,EUR,False,Safari,0,False,2,False,False,Medium,0,0,1,0,0,0,0
TX_3b390c2c,CUST_39875,2030.61,Gas,Brazil,BRL,False,iOS App,0,False,22,False,False,Very High,0,0,1,0,0,0,0
TX_8ec6bc8c,CUST_90524,0.71,Travel,Brazil,BRL,True,Chip Reader,1,True,11,False,True,Very Low,0,0,0,1,0,0,0
TX_ce9bcc13,CUST_65633,2701.64,Grocery,Brazil,BRL,False,Edge,0,False,6,False,False,Very High,0,0,0,0,0,0,0
TX_393c220d,CUST_71553,1411.96,Entertainment,USA,USD,False,Safari,0,True,13,True,False,Very High,0,0,0,1,0,1,0
TX_6737a4e7,CUST_19655,141.81,Gas,USA,USD,False,Chrome,0,False,7,False,False,Low,0,0,0,0,0,0,0
TX_1db4acbd,CUST_78237,558.25,Gas,Singapore,SGD,False,iOS App,0,False,23,True,False,High,0,0,1,0,0,0,0
TX_8de64760,CUST_56595,194.69,Entertainment,USA,USD,False,Safari,0,True,9,False,False,Low,0,0,0,1,0,1,0
TX_3d54b1f1,CUST_98225,527.03,Entertainment,Brazil,BRL,True,NFC Payment,1,True,1,False,True,High,0,0,1,0,0,0,0
TX_f4db4377,CUST_34071,532.88,Retail,Canada,CAD,False,Edge,0,False,0,False,False,High,0,0,1,0,0,0,0
TX_619152a1,CUST_15403,36.34,Restaurant,Mexico,MXN,False,Safari,1,False,1,False,True,Very Low,0,0,1,0,0,0,0
TX_b4ccb630,CUST_94391,1336.88,Gas,Singapore,SGD,False,Android App,0,False,23,False,False,Very High,0,0,1,0,0,0,1
TX_5c92f5ed,CUST_84246,650.13,Entertainment,USA,USD,False,Safari,0,True,8,False,False,High,0,0,0,0,0,1,0
TX_f5ab0de7,CUST_39530,22121.59,Gas,Japan,JPY,False,Edge,0,False,9,False,False,Very High,1,0,0,1,0,0,0
TX_50f281fd,CUST_38032,21781.6,Grocery,Russia,RUB,False,iOS App,0,False,17,True,False,Very High,0,0,0,1,0,0,0
TX_6764c76e,CUST_55630,20726.11,Retail,Mexico,MXN,False,iOS App,0,False,7,True,False,Very High,0,0,0,0,0,0,0
TX_a01500b8,CUST_55735,35411.67,Grocery,Japan,JPY,False,Android App,0,False,5,False,False,Very High,1,0,0,0,0,0,1
TX_e91d639c,CUST_12828,20.57,Restaurant,Brazil,BRL,False,Chrome,1,False,18,True,True,Very Low,0,0,0,0,0,0,0
TX_9912a34e,CUST_97570,165270.56,Healthcare,Russia,RUB,False,Firefox,1,False,10,True,True,Very High,1,0,0,1,0,0,0
TX_f52dfd98,CUST_28304,101.05,Entertainment,Germany,EUR,False,iOS App,0,True,11,True,False,Low,0,0,0,1,0,1,0
TX_975fdb11,CUST_85780,1394.76,Retail,Germany,EUR,False,Firefox,0,False,16,False,False,Very High,0,0,0,1,0,0,0
TX_a4f66b02,CUST_21090,1007.37,Gas,Singapore,SGD,False,Chrome,0,False,14,False,False,Very High,0,0,0,1,0,0,0
TX_746478ed,CUST_13060,11481.41,Grocery,Mexico,MXN,False,Safari,0,False,10,False,False,Very High,0,0,0,1,0,0,0
TX_68114587,CUST_49164,380.5,Retail,USA,USD,False,Edge,1,False,23,False,False,Medium,0,0,1,0,0,0,0
TX_b15e95d8,CUST_92722,619.52,Grocery,Germany,EUR,False,iOS App,1,False,8,True,False,High,0,0,0,0,0,0,0
TX_bc35aa64,CUST_57730,1214.24,Healthcare,Brazil,BRL,False,Chrome,0,False,22,False,False,Very High,0,0,1,0,0,0,0
TX_f0713cf5,CUST_77369,802.45,Travel,USA,USD,False,Android App,1,True,7,False,False,High,0,0,0,0,0,1,1
TX_621be007,CUST_76325,12.65,Education,Brazil,BRL,True,Magnetic Stripe,1,False,2,False,True,Very Low,0,0,1,0,0,0,0
TX_9892ceda,CUST_41790,42230.99,Grocery,Nigeria,NGN,False,iOS App,0,False,16,True,False,Very High,1,0,0,1,0,0,0
TX_86982fb7,CUST_65224,133.72,Entertainment,UK,GBP,False,Edge,0,True,6,False,False,Low,0,0,0,0,0,1,0
TX_7fe66bce,CUST_91721,394.18,Education,Germany,EUR,False,iOS App,0,False,11,False,False,Medium,0,0,0,1,0,0,0
TX_8368f05a,CUST_52623,170109.81,Gas,Russia,RUB,False,Edge,1,False,2,True,True,Very High,1,0,1,0,0,0,0
TX_b1f8d4f5,CUST_21362,1397.95,Gas,Canada,CAD,False,Firefox,0,False,9,False,False,Very High,0,0,0,1,0,0,0
TX_b6eee246,CUST_91969,246.62,Entertainment,Canada,CAD,False,Android App,0,True,17,True,False,Medium,0,0,0,1,0,1,1
TX_0b6771ad,CUST_64925,159188.78,Gas,Russia,RUB,False,Firefox,1,False,12,True,True,Very High,1,0,0,1,0,0,0
TX_7a300fa3,CUST_50181,592334.26,Travel,Nigeria,NGN,False,Safari,0,True,7,True,False,Very High,1,0,0,0,0,1,0
TX_e039f1d6,CUST_86891,974063.41,Travel,Nigeria,NGN,False,Safari,0,True,1,True,False,Very High,1,0,1,0,0,1,0
TX_761fce9e,CUST_29494,128.97,Entertainment,Singapore,SGD,False,iOS App,0,True,17,False,False,Low,0,0,0,1,0,1,0
TX_a480de1b,CUST_31970,3884290.05,Travel,Nigeria,NGN,True,Magnetic Stripe,1,True,1,True,True,Very High,1,0,1,0,0,0,0
TX_3fab5bd5,CUST_11613,787.93,Retail,France,EUR,False,Safari,0,False,16,True,False,High,0,0,0,1,0,0,0
TX_a07d23cb,CUST_54288,232.86,Gas,Russia,RUB,False,Edge,1,False,19,True,True,Medium,0,0,0,0,0,0,0
TX_eb19ea2d,CUST_74631,34044.42,Entertainment,Japan,JPY,False,Android App,1,True,15,False,False,Very High,1,0,0,1,0,1,1
TX_711dd3ed,CUST_13111,722.57,Education,UK,GBP,False,Safari,0,False,10,False,False,High,0,0,0,1,0,0,0
TX_9642cd65,CUST_59129,2.45,Entertainment,UK,GBP,False,Firefox,1,True,4,False,True,Very Low,0,0,1,0,0,1,0
TX_8edf434a,CUST_75955,201.45,Entertainment,USA,USD,False,iOS App,0,True,18,False,False,Medium,0,0,0,0,0,1,0
TX_b20b22ff,CUST_93685,15210.36,Restaurant,Mexico,MXN,False,Chrome,1,False,4,False,True,Very High,0,0,1,0,0,0,0
TX_8ed3b960,CUST_44080,79028.27,Healthcare,Russia,RUB,False,Chrome,0,False,15,False,False,Very High,1,0,0,1,0,0,0
TX_060e86cb,CUST_14786,2232.6,Grocery,Brazil,BRL,True,NFC Payment,1,False,15,False,True,Very High,0,0,0,1,0,0,0
TX_0e5605fe,CUST_84275,19.45,Retail,Brazil,BRL,False,Edge,1,False,10,False,True,Very Low,0,0,0,1,0,0,0
TX_773d0e95,CUST_48046,1572.28,Restaurant,USA,USD,False,Firefox,0,False,10,False,False,Very High,0,0,0,1,0,0,0
TX_860f151d,CUST_62444,767.45,Restaurant,USA,USD,False,Edge,1,False,0,False,False,High,0,0,1,0,0,0,0
TX_a138a23d,CUST_23036,86306.32,Entertainment,Nigeria,NGN,False,Safari,0,True,19,False,False,Very High,1,0,0,0,0,1,0
TX_7176cedb,CUST_15357,567.21,Grocery,Australia,AUD,False,Chrome,1,False,9,False,False,High,0,0,0,1,0,0,0
TX_7fcd7f1b,CUST_79449,81589.93,Retail,Nigeria,NGN,False,Firefox,0,False,17,False,False,Very High,1,0,0,1,0,0,0
TX_d3eb5f18,CUST_57816,393.62,Restaurant,Germany,EUR,False,iOS App,0,False,15,False,False,Medium,0,0,0,1,0,0,0
TX_db249a90,CUST_79406,474.97,Entertainment,Germany,EUR,False,Chrome,0,True,19,False,False,Medium,0,0,0,0,0,1,0
TX_3840ccd5,CUST_68535,370.2,Grocery,USA,USD,False,Chrome,0,False,12,False,False,Medium,0,0,0,1,0,0,0
TX_c64f24d8,CUST_10777,9742.3,Gas,Mexico,MXN,False,Safari,0,False,17,False,False,Very High,0,0,0,1,0,0,0
TX_e3f8ad91,CUST_18767,418.21,Grocery,Brazil,BRL,False,Edge,1,False,4,False,False,Medium,0,0,1,0,0,0,0
TX_58080ee6,CUST_42997,280.48,Education,UK,GBP,False,Android App,1,False,8,True,False,Medium,0,0,0,0,0,0,1
TX_ad956c11,CUST_84275,30914.55,Restaurant,Japan,JPY,False,Android App,0,False,21,False,False,Very High,1,0,0,0,0,0,1
TX_4a1a0874,CUST_16418,9868.34,Restaurant,Russia,RUB,False,Firefox,1,False,0,False,True,Very High,0,0,1,0,0,0,0
TX_04b76492,CUST_80169,47906.01,Entertainment,Nigeria,NGN,False,Android App,0,True,14,False,False,Very High,1,0,0,1,0,1,1
TX_4543507e,CUST_88573,7750.93,Restaurant,Mexico,MXN,False,Edge,1,False,11,False,False,Very High,0,0,0,1,0,0,0
TX_be748c86,CUST_11636,104342.44,Travel,Japan,JPY,False,Chrome,0,True,15,False,False,Very High,1,0,0,1,0,1,0
TX_978fb1c7,CUST_15928,428.32,Education,France,EUR,False,Edge,0,False,18,False,False,Medium,0,0,0,0,0,0,0
TX_62022388,CUST_62672,284.71,Healthcare,UK,GBP,False,iOS App,0,False,14,False,False,Medium,0,0,0,1,0,0,0
TX_309d69b5,CUST_61610,5693.25,Restaurant,Mexico,MXN,False,Android App,0,False,4,False,False,Very High,0,0,1,0,0,0,1
TX_933c8b5d,CUST_86127,110852.94,Healthcare,Russia,RUB,False,Edge,0,False,14,False,False,Very High,1,0,0,1,0,0,0
TX_01adab38,CUST_78084,9097.22,Restaurant,Russia,RUB,False,Chrome,0,False,4,False,False,Very High,0,0,1,0,0,0,0
TX_055d0311,CUST_40696,15039.3,Retail,Russia,RUB,False,Safari,0,False,15,True,False,Very High,0,0,0,1,0,0,0
TX_f1b9fe71,CUST_76539,665.64,Gas,Singapore,SGD,False,iOS App,1,False,8,False,False,High,0,0,0,0,0,0,0
TX_e8430f62,CUST_77813,449653.75,Gas,Nigeria,NGN,False,Edge,1,False,18,True,False,Very High,1,0,0,0,0,0,0
